Store,Dept,tier,store_profile,recommended_promo_intensity,best_lift_vs_zero,best_lift_pct_vs_zero,turning_promo_intensity,allocated,promo_cost,risk_flag,risk_level,action_note
35,14,B_holiday,Holiday_driven_store,13199.380000000025,157.57560919800744,0.0078747366292749,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,18,B_holiday,Holiday_driven_store,13199.380000000025,157.57560919800744,0.0078747366292749,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,22,B_holiday,Holiday_driven_store,13199.380000000025,157.57560919800744,0.0078747366292749,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,24,B_holiday,Holiday_driven_store,13199.380000000025,157.57560919800744,0.0078747366292749,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,32,B_holiday,Holiday_driven_store,13199.380000000025,157.57560919800744,0.0078747366292749,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,33,B_holiday,Holiday_driven_store,13199.380000000025,157.57560919800744,0.0078747366292749,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,55,B_holiday,Holiday_driven_store,13199.380000000025,157.57560919800744,0.0078747366292749,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,71,B_holiday,Holiday_driven_store,13199.380000000025,157.57560919800744,0.0078747366292749,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,72,B_holiday,Holiday_driven_store,13199.380000000025,157.57560919800744,0.0078747366292749,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,74,B_holiday,Holiday_driven_store,13199.380000000025,157.57560919800744,0.0078747366292749,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,2,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,4,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,8,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,10,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,13,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,23,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,34,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,38,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,40,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,46,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,79,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,81,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,82,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,90,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,92,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,94,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
10,95,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,2,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,4,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,8,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,10,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,13,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,23,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,34,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,38,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,40,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,46,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,79,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,81,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,82,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,90,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,92,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,94,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
35,95,A_core,Holiday_driven_store,13199.380000000025,100.324932671414,0.0025472999834436,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,5,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,7,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,14,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,18,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,22,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,24,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,32,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,33,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,48,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,55,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,71,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,72,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
1,74,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,5,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,7,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,14,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,18,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,22,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,24,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,32,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,33,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,48,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,55,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,71,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,72,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
2,74,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,5,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,7,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,14,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,18,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,22,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,24,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,32,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,33,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,48,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,55,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,71,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,72,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
4,74,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
5,5,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
5,7,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
5,14,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
5,18,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
5,22,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
5,24,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
5,32,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
5,33,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
5,55,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
5,71,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
5,72,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
5,74,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,5,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,7,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,14,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,18,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,22,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,24,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,32,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,33,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,48,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,55,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,71,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,72,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
6,74,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,5,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,7,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,14,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,18,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,22,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,24,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,32,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,33,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,48,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,55,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,71,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,72,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
7,74,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
8,5,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
8,7,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
8,14,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
8,18,B_holiday,Tail_heavy_store,13199.380000000025,32.8586685135142,0.0029795612743327,20960.03999999997,True,13199.380000000025,,0,可投放：处于边际空间区间，建议按推荐强度投放并监控销量/库存。
