Store,Dept,tier,store_profile,tier_store_profile,curve_group,base_pred_at_zero,best_lift_vs_zero,best_lift_pct_vs_zero,best_promo_intensity,turning_promo_intensity,recommended_promo_intensity,promo_cost,roi_lift_per_cost,allocated,budget_used_so_far,risk_flag
35,5,B_holiday,Holiday_driven_store,B_holiday@Holiday_driven_store,B_holiday@Holiday_driven_store,20004.08014140608,157.57560919800744,0.0078747366292749,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.011938106880626752,True,184791.32000000036,
35,7,B_holiday,Holiday_driven_store,B_holiday@Holiday_driven_store,B_holiday@Holiday_driven_store,20004.08014140608,157.57560919800744,0.0078747366292749,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.011938106880626752,True,197990.7000000004,
35,14,B_holiday,Holiday_driven_store,B_holiday@Holiday_driven_store,B_holiday@Holiday_driven_store,20004.08014140608,157.57560919800744,0.0078747366292749,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.011938106880626752,True,211190.08000000042,
35,18,B_holiday,Holiday_driven_store,B_holiday@Holiday_driven_store,B_holiday@Holiday_driven_store,20004.08014140608,157.57560919800744,0.0078747366292749,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.011938106880626752,True,224389.46000000046,
35,22,B_holiday,Holiday_driven_store,B_holiday@Holiday_driven_store,B_holiday@Holiday_driven_store,20004.08014140608,157.57560919800744,0.0078747366292749,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.011938106880626752,True,237588.8400000005,
35,24,B_holiday,Holiday_driven_store,B_holiday@Holiday_driven_store,B_holiday@Holiday_driven_store,20004.08014140608,157.57560919800744,0.0078747366292749,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.011938106880626752,True,250788.22000000053,
35,32,B_holiday,Holiday_driven_store,B_holiday@Holiday_driven_store,B_holiday@Holiday_driven_store,20004.08014140608,157.57560919800744,0.0078747366292749,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.011938106880626752,True,263987.60000000056,
35,33,B_holiday,Holiday_driven_store,B_holiday@Holiday_driven_store,B_holiday@Holiday_driven_store,20004.08014140608,157.57560919800744,0.0078747366292749,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.011938106880626752,True,277186.98000000056,
35,55,B_holiday,Holiday_driven_store,B_holiday@Holiday_driven_store,B_holiday@Holiday_driven_store,20004.08014140608,157.57560919800744,0.0078747366292749,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.011938106880626752,True,290386.36000000057,
35,71,B_holiday,Holiday_driven_store,B_holiday@Holiday_driven_store,B_holiday@Holiday_driven_store,20004.08014140608,157.57560919800744,0.0078747366292749,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.011938106880626752,True,303585.7400000006,
35,72,B_holiday,Holiday_driven_store,B_holiday@Holiday_driven_store,B_holiday@Holiday_driven_store,20004.08014140608,157.57560919800744,0.0078747366292749,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.011938106880626752,True,316785.1200000006,
35,74,B_holiday,Holiday_driven_store,B_holiday@Holiday_driven_store,B_holiday@Holiday_driven_store,20004.08014140608,157.57560919800744,0.0078747366292749,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.011938106880626752,True,329984.5000000006,
10,2,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,343183.8800000006,
10,4,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,356383.2600000006,
10,8,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,369582.6400000006,
10,10,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,382782.0200000006,
10,13,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,395981.4000000006,
10,23,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,409180.7800000006,
10,34,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,422380.1600000006,
10,38,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,435579.5400000006,
10,40,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,448778.9200000006,
10,46,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,461978.3000000006,
10,79,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,475177.68000000063,
10,81,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,488377.06000000064,
10,82,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,501576.44000000064,
10,90,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,514775.82000000065,
10,92,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,527975.2000000007,
10,94,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,541174.5800000007,
10,95,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,554373.9600000007,
35,2,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,567573.3400000007,
35,4,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,580772.7200000007,
35,8,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,593972.1000000007,
35,10,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,607171.4800000007,
35,13,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,620370.8600000007,
35,23,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,633570.2400000007,
35,34,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,646769.6200000007,
35,38,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,659969.0000000007,
35,40,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,673168.3800000007,
35,46,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,686367.7600000007,
35,79,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,699567.1400000007,
35,81,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,712766.5200000007,
35,82,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,725965.9000000007,
35,90,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,739165.2800000007,
35,92,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,752364.6600000007,
35,94,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,765564.0400000007,
35,95,A_core,Holiday_driven_store,A_core@Holiday_driven_store,A_core@Holiday_driven_store,39383.4464612302,100.324932671414,0.0025472999834436,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.007600730691245635,True,778763.4200000007,
1,5,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,791962.8000000007,
1,7,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,805162.1800000007,
1,14,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,818361.5600000008,
1,18,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,831560.9400000008,
1,22,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,844760.3200000008,
1,24,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,857959.7000000008,
1,32,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,871159.0800000008,
1,33,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,884358.4600000008,
1,48,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,897557.8400000008,
1,55,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,910757.2200000008,
1,71,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,923956.6000000008,
1,72,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,937155.9800000008,
1,74,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,950355.3600000008,
2,5,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,963554.7400000008,
2,7,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,976754.1200000008,
2,14,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,989953.5000000008,
2,18,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1003152.8800000008,
2,22,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1016352.2600000008,
2,24,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1029551.6400000008,
2,32,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1042751.0200000008,
2,33,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1055950.4000000008,
2,48,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1069149.780000001,
2,55,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1082349.160000001,
2,71,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1095548.5400000012,
2,72,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1108747.9200000013,
2,74,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1121947.3000000014,
4,5,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1135146.6800000016,
4,7,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1148346.0600000017,
4,14,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1161545.4400000018,
4,18,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1174744.820000002,
4,22,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1187944.200000002,
4,24,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1201143.5800000022,
4,32,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1214342.9600000023,
4,33,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1227542.3400000024,
4,48,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1240741.7200000025,
4,55,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1253941.1000000027,
4,71,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1267140.4800000028,
4,72,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1280339.860000003,
4,74,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1293539.240000003,
5,5,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1306738.6200000031,
5,7,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1319938.0000000033,
5,14,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1333137.3800000034,
5,18,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1346336.7600000035,
5,22,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1359536.1400000036,
5,24,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1372735.5200000037,
5,32,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1385934.9000000039,
5,33,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1399134.280000004,
5,55,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1412333.660000004,
5,71,B_holiday,Tail_heavy_store,B_holiday@Tail_heavy_store,B_holiday@Tail_heavy_store,11022.936276869725,32.8586685135142,0.0029795612743327,13199.380000000025,20960.03999999997,13199.380000000025,13199.380000000025,0.002489409996038764,True,1425533.0400000042,
